ID,Copper (Cu),Oxygen (O),Potassium (K),Iron (Fe),Sulphur (S),Maganese (M),Calcium (Ca),Boron (B),Magnesium (Mg),Chlorine (Cl),Molybdenum (Mo),Cobalt (Co),Crops
1,0.0018406275271037886,0.8464801225145852,0.7924258076151377,0.9539641403424034,0.14400869311247255,0.05755732883089393,0.9426120658136055,0.35853884556297244,0.6607135802208375,0.15456080740948375,0.18461700398914882,0.17270613141755098,Tobacco
2,0.5045456658736792,0.5193608648470852,0.864398811075658,0.3531217348323399,0.5510783304024629,0.3175678292832492,0.44282076353802524,0.4895262450990334,0.4122524459112268,0.4690954006930491,0.3586234103230971,0.40599171227204267,Beans & Mutter(Vegetable)
3,0.6608619522593834,0.11832034324519503,0.058324757948275185,0.35442098047732873,0.42268518761054563,0.3814032063381638,0.8368885732982212,0.10280745048214213,0.6242897459739373,0.4228798063990229,0.6682803150307177,0.7857803551962104,Coriander
4,0.3644633916447696,0.5719467206045821,0.4661406530767498,0.08957609113697051,0.5043992770281589,0.0859526153392951,0.6812790860129763,0.9021099551082449,0.4089235791064155,0.44193782220664024,0.64094135967791,0.4673156910509847,Bajra
5,0.49136827978821696,0.623866024866581,0.7781539480245485,0.3603374461155664,0.16350729768905936,0.4086525457312955,0.7986472022041489,0.8354779151151726,0.6701032637388882,0.7040999972285182,0.7542021930623783,0.35669427427190403,Jack Fruit
6,0.5803898915443105,0.6711971902949612,0.5402674630640181,0.09483043273394398,0.8448690765104189,0.2758496138232861,0.27516268698694835,0.14717981136434255,0.1548215807469453,0.9688256553475222,0.9949109533435234,0.2283641354368624,Other Fresh Fruits
7,0.35474803740327443,0.7533587389218109,0.7860539307777914,0.6648299271256963,0.7247038600229196,0.04560089232669906,0.6302321064826247,0.24154750223273602,0.9650496142631763,0.7109188310589246,0.701200792160358,0.45123586335626387,Blackgram
8,0.0563046642792151,0.6988068834141746,0.3945178022105521,0.04122953978269983,0.547159270038388,0.23026492647533525,0.8518678057231809,0.7384956770382496,0.02601021972437534,0.13102727157582394,0.33985303136065714,0.4718194169633114,Pome Fruit
9,0.26647094309094455,0.5442558314945383,0.07428934899680428,0.489480055218818,0.43174152704829327,0.3414121804160406,0.7335826779762296,0.42615788000874,0.9329142685055253,0.5302328246009926,0.26607627651830357,0.5022947462386818,Dry ginger
10,0.21475733463090763,0.060662919732965004,0.17571856501454974,0.8982700982220625,0.5007233996273491,0.8735780212910944,0.260967238996624,0.007251816677462997,0.799517086143745,0.2932367872415157,0.657988585418812,0.7909523901815753,Oilseeds total
11,0.4880276131159247,0.1589092895492994,7.070742153018061E-4,0.7631098928740541,0.8002024163878445,0.10328853867344912,0.4187535695996131,0.6107025752224445,0.8554501487982361,0.3290310548500097,0.4785119585849016,0.5991085161986514,Maize
12,0.9491407987566202,0.7509964532404185,0.6988571031570503,0.25952576920803716,0.9737554252718098,0.10415203380392457,0.9335268074891814,0.217139800983019,0.6924089981548706,0.8702297856793194,0.3722510635781784,0.6835665122973661,Cashewnut
13,0.5408844098302871,0.5023101918235795,0.4898358851590915,0.8237739943880749,0.3504983665966871,0.7253700510656771,0.5211381412592981,0.9925040788365938,0.6053069587659514,0.41331091778745366,0.9384989434072979,0.2703273238692364,Snak Guard
14,0.558223285691607,0.8548582146505064,0.8784942708654967,0.126799122908144,0.5560294887333468,0.12439708403057337,0.022063790366430913,0.3096944505013307,0.0743234639072643,0.5729017584316523,0.7474491774361335,0.09486560102778763,Safflower
15,0.8221494226035739,0.8680540791002469,0.6612939632598333,0.8651046676052123,0.8427456353842626,0.21376530853952402,0.9264139347593257,0.6519243871704637,0.5075389639015935,0.4180789617876247,0.6743359935962362,0.16905956232241615,Cashewnut Processed
16,0.8208927271191664,0.9349977359671412,0.06436608631804508,0.07561141624945555,0.8355059613137057,0.4767000283284274,0.6438770149677375,0.8536387075072296,0.3051262752534851,0.33405615228965546,0.7934018815666164,0.4335905364227852,Pear
17,0.009201306361875994,0.13986147379859337,0.7318180973500333,0.05306103936020745,0.3561814383861793,0.8843958947918497,0.863141962965025,0.7261797259904271,0.18675900498108045,0.21291532298642202,0.6967184197055556,0.3034939903999504,Potato
18,0.5696473059175525,0.2965161584043414,0.11300900042707895,0.1423889356818583,0.3653655470451792,0.7890359950091794,0.8945522635666354,0.7298166406735216,0.8843694990790228,0.9011022617715965,0.9513576715790897,0.26105235816187755,Sesamum
19,0.2669995513672482,0.6068301102995628,0.7306982539745117,0.3366853869846562,0.6169235985633981,0.36386004061128885,0.9603920181726364,0.34600496392420377,0.12766091682342828,0.40331512866579167,0.5166198762975213,0.7449200494469999,Varagu
20,0.7038440969731702,0.42538642925442527,0.7838546901136434,0.14167463298463745,0.1168854547703706,0.508112716957794,0.6054720940006355,0.30735337621570835,0.18878197230648996,0.7539541522579898,0.4094846563873088,0.17109748488236387,Grapes
21,0.390800290587222,0.6045447032147311,0.8444516173804911,0.6512331412938922,0.2205387573983003,0.22397957070597885,0.7897392734960317,0.8904756880634959,0.34373575180113447,0.13701800758564275,0.17584923035057165,0.08306156968100753,Pineapple
22,0.7482873123521139,0.4755963548054608,0.18479494006784325,0.040016956053893216,0.9457435921552135,0.13732869533322134,0.8987079240228002,0.8617856774063979,0.030830277153705787,0.8948985639939199,0.6852881380983025,0.25171071560230307,Masoor
23,0.16781011396979284,0.09329831905809516,0.3825847590408544,0.289210790892951,0.04730150315423609,0.606408647892039,0.1411173506921124,0.9381899775576152,0.564315200590461,0.7213707694171227,0.8992111570302801,0.42429224282364353,Samai
24,0.9002200296685439,0.5704067143139738,0.8026612827633616,0.8461230058855114,0.37200033727827264,0.6440312160807329,0.8949367157779685,0.5225784533752064,0.49876374950792657,0.011657200426069547,0.7389316600042223,0.12264876461241514,Oilseeds total
25,0.17879692572758477,0.6916807722371736,0.01527680875952342,0.4102477516398818,0.8893288171322237,0.4635998919693973,0.6095773669913498,0.2517115345319364,0.280972833588096,0.397630344210152,0.7116239841660367,0.4698370415843588,Pome Fruit
26,0.24962365131278563,0.6877821227020838,0.8229669470401418,0.6042937086669828,0.5748563043380279,0.9635495155580046,0.7958275977230309,0.4018098697235435,0.580445608323094,0.1495607120156578,0.3386701483221123,0.07058453725534553,Plums
27,0.005356955186428869,0.25198479849549593,0.17440652210429564,0.8307920713913663,0.5267191941394569,0.8661116233296022,0.19987391614797068,0.23937136447121643,0.6738061200959014,0.46682763064524,0.1834833027933328,0.3374250913561585,Guar seed
28,0.12599832818238466,0.8358321649490563,0.2958174952327287,0.14559043637826596,0.21064008177613447,0.6298839069032811,0.47312939666554965,0.7996326466015441,0.8642464601230881,0.9735654531593707,0.32564840786097127,0.7117404671821764,Cotton(lint)
29,0.8965373755801335,0.5872156194274387,0.1957963827368432,0.6264232107342581,0.6467969434399271,0.15389577488086226,0.8584850589386258,0.49754170569188605,0.21484488254461542,0.9258207248018997,0.5497625052839857,0.860618646770739,Black pepper
30,0.5821890835789308,0.17410117145878734,0.4569290127633675,0.41975041469134633,0.8952871261587871,0.9940112299063828,0.5245290007962117,0.5727811858542784,0.7255296231767194,0.851283714605534,0.3484941362178884,0.8755266256750024,Onion
31,0.6815960972968859,0.6225327767473054,0.792743231369285,0.5808147327380458,0.8045668073722622,0.38164961085469806,0.9043076219751375,0.29127541335465046,0.7340399647917061,0.34854051302986255,0.4851952023965159,0.31539392075583295,Turnip
32,0.025658748109142704,0.29939932706951855,0.5206467926963294,0.4273292046749986,0.7603999882503851,0.7554047356172621,0.013938053856985877,0.22290242883156153,0.3126113648757497,0.7553989373384729,0.22738684587918634,0.7605372213965784,Bajra
33,0.4112256255082364,0.8719025177658672,0.9343519747906359,0.904376402809575,0.297154867838742,0.5069905855515204,0.8016085675632995,0.6163182784884149,0.06286449435569263,0.07386616636304133,0.7673972918923607,0.9743130388069682,Cashewnut
34,0.24383393989504265,0.4548351956096549,0.2728020417207322,0.9382847992866876,0.8450268204188033,0.4010673618469871,0.20452117583646579,0.8604765319555585,0.9479780979369788,0.5445554917087809,0.4221839693066778,0.621279136734372,Other Fresh Fruits
35,0.4505838922264559,0.4494127434576164,0.8180232001577705,0.8413025820712772,0.3596080535125159,0.4671930357383639,0.16924146413058028,0.876145727252846,0.4370163344806941,0.8663852708931533,0.39559004567428757,0.8062480272979182,Dry ginger
36,0.22733468922977396,0.3176700725827373,0.19287375743864066,0.5282381907164284,0.5643784541871615,0.905278158056205,0.06045023155990603,0.541817365762831,0.25605722596127034,0.7284328483719621,0.8199266394325733,0.3207157903788501,Sweet potato
37,0.6325958320834194,0.6705464641375196,0.8004210889914188,0.09572328332468838,0.4888260370090002,0.6982036552317475,0.1816610197249845,0.16967002455403035,0.5541757707884094,0.26843545491836907,0.693939022538068,0.6461677343578531,Potato
38,0.5982378803634525,0.9210787903483294,0.9055604776541916,0.7105825776495109,0.5832721781627098,0.7441060350723853,0.07262328418380659,0.1909870084577271,0.05566390474148508,0.8132410053150972,0.8144522563074761,0.5662418057070211,Moth
39,0.4734711894554914,0.9287951027976468,0.3277509190325323,0.3860922787515656,0.23711793583149432,0.6719497736844746,0.9385219393888874,0.825052935627342,0.22200712121008415,0.420865415036655,0.7703091798509032,0.5176719714112927,Rapeseed &Mustard
40,0.31583927159171743,0.32800037563364226,0.920454683535821,0.5807237142503826,0.988209642846935,0.9889391350711536,0.6296220268672513,0.3009299904265127,0.34170355137082586,0.73194466833863,0.15635324275355034,0.8368176368545459,Barley
41,0.2341113776932512,0.8350137731299473,0.7922104280863634,0.7226701948129298,0.27304060191008506,0.7085148808075135,0.07488857443055186,0.6297147543631592,0.5879777463019943,0.39608471715511606,0.9439617081593841,0.6540740748520919,Tobacco
42,0.01611316505399063,0.8287537891133534,0.6746228700324102,0.9229026534703223,0.21036547272149986,0.295817693426324,0.17381600260805796,0.26986457081432513,0.1957428701966697,0.4283918203925543,0.4272116971758535,0.22406917190093467,Garlic
43,0.9265570100687048,0.35919809447523576,0.06068315167040572,0.17741863233690114,0.43654715797410026,0.0931522373135465,0.9831910845922638,0.33384647485861496,0.9741120074883415,0.1510176834764807,0.4355163970766479,0.4258397947263831,Water Melon
44,0.5902955103803064,0.6203621686447854,0.29672223819676313,0.9307853526409798,0.10570064915123423,0.850877271182936,0.36020267060043676,0.7467183452400411,0.2682436166113552,0.1410738668396475,6.035752452453469E-4,0.233205324540391,Barley
45,0.8749926701674683,0.8358413627883549,0.1633669588715888,0.35088225060729894,0.4854327134631472,0.4695320629048133,0.9165512508435781,0.4728300554392485,0.820132263395823,0.3009783133249174,0.5311319587399647,0.5276559981960508,Onion
46,0.8104265228389674,0.35258004041472724,0.6036500879171156,0.8464341417957948,0.4918662368496195,0.3809646449381625,0.36936736300440753,0.925545816139173,0.2667758247916022,0.34098532083378175,0.647124224920098,0.11925817239760028,Pump Kin
47,0.5728327753500989,0.49428123333650087,0.2989662462583086,0.44939468963916807,0.07362041041875655,0.5558934425734402,0.852098542859627,0.5318955315877674,0.4068245423851392,0.6603154755015119,0.40769888055742365,0.7325237678469284,Rubber
48,0.2436080788910402,0.31708649178686865,0.10307012968530171,0.9801631498832702,0.2090994312430957,0.8223641885412246,0.05355507900908518,0.8014253788885833,0.25521300214206744,0.15511477571744758,0.31558359281802206,0.43466348239299446,Sannhamp
49,0.7734460259029496,0.6046644234184789,0.17982407074885742,0.7715224105591435,0.567614905837272,0.5463430758888714,0.9891617070982237,0.5236653881393452,0.1427820995557303,0.15463153097066884,0.919902485109103,0.4988654692084694,Tobacco
50,0.7811000944650711,0.9014493974537935,0.07956161983506549,0.8035039266051418,0.9891295956010038,0.055075218122442315,0.24458382965480452,0.9529333426536313,0.25020512907644843,0.7542433093785204,0.2621265625522605,0.015457910781502715,Atcanut (Raw)
51,0.7201431957779321,0.22916263312245133,0.5910679711490467,0.5090032524139779,0.7097218700742004,0.6124792599279312,0.8331386271339705,0.36615030145443994,0.7724378707506601,0.4357759906310861,0.501931287165173,0.07615231773108111,Barley
52,0.652772008225656,0.7331654244149323,0.7012864471813618,0.44207934363820667,0.5480282353337874,0.6663434796172185,0.9931444607139766,0.18819389381813212,0.7151972823460983,0.9183338904421552,0.42854420994337206,0.7808794034592942,Onion
53,0.38478622729598255,0.91831277349859,0.4242443371004895,0.5291128234499144,0.005273222811968847,0.8485174082212954,0.9294208883470889,0.12608606988490156,0.9376249548833286,0.6186039403532186,0.29063497334892496,0.2420651496523586,Dry ginger
54,0.2520342890251842,0.47184459228097564,0.9012891809826946,0.7832334791818418,0.9723981796144004,0.18193136474903315,0.8004936474216392,0.13758467571793642,0.8616066767700093,0.3978748878212719,0.5062794010169822,0.12605318502993956,Colocosia
55,0.533035436811145,0.8658958553176122,0.9354076104646822,0.29759851932587245,0.4416153726470886,0.8344718860822898,0.9366172051689357,0.46168637718764904,0.9005652536017669,0.6922355091069972,0.012959380560439437,0.8073945592946459,Water Melon
56,0.802021586130821,0.7555713188502323,0.10677694649373992,0.16905198290378387,0.6403744590806035,0.7892933386957873,0.7458511586912563,0.6169515659128052,0.8248100068011697,0.8637226767484926,0.3200353603105598,0.776484623360798,Sesamum
57,0.3727156558257537,0.045309774113520995,0.4032168863895883,0.28987797115760006,0.6501476273847109,0.8956552055325535,0.10373447009541947,0.08199768796399665,0.7305593699714565,0.663454954116561,0.7440130883053097,0.8220853226646675,Linseed
58,0.33192836942044934,0.42239007712139653,0.6455439726591886,0.8988144227948265,0.2472975570413739,0.7314130605707875,0.39677900618556594,0.856779849395258,0.5832715683862683,0.045534029937729925,0.27154493822291326,0.18864478964961917,Cabbage
59,0.7405633219202479,0.599250565186522,0.07290794444727644,0.2295503436846813,0.5759930242321363,0.6723574126920701,0.5968242595720495,0.9997787851935024,0.952744798448123,0.5817646334966521,0.4942804576748674,0.4259814848932624,Orange
60,0.4750804770602617,0.8771217995509064,0.42630289657732134,0.4114536850193029,0.5189393033434114,0.24719187810874987,0.24689556104521448,0.7969455106037125,0.1170299720639808,0.9796678285724808,0.4876405287307184,0.6310334487585966,Paddy
61,0.027843360283115626,0.2866403191314383,0.38131194116743605,0.7844868366582719,0.8153328200679033,0.9812640548735266,0.027389513387608422,0.9445073510538867,0.15373911757147818,0.6309066372861019,0.6520513917425649,0.32050064605238227,Garlic
62,0.7602576654666731,0.690317630460725,0.7348820258456068,0.4693918057393739,0.5617579190324539,0.9132087050340619,0.2775295867907549,0.9008086341820144,0.5820539059505107,0.26697723039925514,0.7956051676704818,0.18836839916053683,Paddy
63,0.8887588559598822,0.540698035584201,0.09626347643804911,0.07954604262529119,0.976041094651546,0.24077815936261027,0.0037074698220184166,0.8156843177761947,0.7000441018660962,0.19745319544344087,0.5324678490594222,0.34285704805561634,Rice
64,0.7482816165634502,0.04873949822474655,0.3174901934784201,0.09693397738102905,0.5794018142588206,0.2572854568623192,0.8500465375478022,0.9295216777513315,0.9254951262499611,0.5403409847439595,0.6218268575381293,0.08724002099126149,Moth
65,0.7845976081709165,0.735037036677862,0.5662905792714314,0.5796190892467085,0.18665422152401023,0.17737695973049783,0.3589157979442885,0.17863568198521362,0.9306423540268818,0.6310406059452364,0.87570144281356,0.9433798799928937,Redish
66,0.11089850462155093,0.1395741438135838,0.33261017254961134,0.6316155911884935,0.5777674036956546,0.5870958315314367,0.15689961506637662,0.9361387339595485,0.24005467038206096,0.3878523497930584,0.6865913209454766,0.9495657449873616,Cardamom
67,0.4241783740385915,0.5565114829653296,0.6745393334979909,0.7261972442159949,0.4611567744724082,0.7515282537880997,0.7236131600976973,0.8606941603446772,0.5807751868912191,0.5713024705419754,0.8173069737778781,0.9803847731217972,Other Cereals & Millets
68,0.493083793469024,0.5735254502076649,0.8822498238309726,0.4835189166858941,0.278164133115244,0.6431808484400634,0.6859170390695719,0.2536889200939616,0.5006073422220249,0.21267992719718276,0.8986291954100822,0.11099082295326235,Lab-Lab
69,0.5160055809316246,0.05066672634445235,0.0012131246404404328,0.7345381061459569,0.2774447109889938,0.502207557889256,0.38885212979461947,0.9108015971704347,0.9405830773977986,0.6524897932816714,0.1130015684813962,0.028019583745436005,Urad
70,0.3182753211516328,0.43049494078262285,0.209582222231406,0.03923980960594686,0.49099566201278355,0.24694195867488022,0.7685069476301893,0.34169647213640786,0.030593755746321838,0.6427448184131783,0.9786029088036572,0.7811407211490855,Turmeric
71,0.06387621539738131,0.4351480576695289,0.8137857337493231,0.37698224425547266,0.9661455983012293,0.962018841705106,0.5463808197913474,0.896651347937815,0.2768758770001183,0.9177199056061343,0.7428810306332532,0.85321868001049,Snak Guard
72,0.054519175294938216,0.8568860589848424,0.9423824076967741,0.3331467979014322,0.7929013709866304,0.8878525424917333,0.11353399080374749,0.16720387709376094,0.8878110313556776,0.3561542659464789,0.04251827811404407,0.12309474700135448,Ber
73,0.8453847895531401,0.30598226070576606,0.7818851280866224,0.4818617236590629,0.36986800989685586,0.7342716711972828,0.36108260905888534,0.47755969827013334,0.29116170199866365,0.8309674797882737,0.21691224106407292,0.26168056032243825,Khesari
74,0.46453716678108137,0.5324108786744454,0.029693633031476208,0.39372039288094896,0.26120835761021,0.763270043970448,0.9904214893806895,0.9903125914384564,0.25805548202099204,0.5510526336057724,0.026151887230768334,0.8580044198616537,Other Fresh Fruits
75,0.10735410929390865,0.4195877226135928,0.22767302055871297,0.49818757054023954,0.5226739096499244,0.9336767570043933,0.3056480996818348,0.7960102717211895,0.06020829181134979,0.7071196999111558,0.24056456019119143,0.6835798324866298,Sesamum
76,0.011363995007662941,0.949023070475342,0.9630222750475161,0.5775948144672562,0.9041475962720463,0.24747606248182452,0.27400178008710485,0.4273569733371798,0.2101656021468924,0.7660782709583596,0.44268736428648847,0.5904280723509745,Sugarcane
77,0.8048103008927232,0.988637164285976,0.5120246824682018,0.4359789199180608,0.6330045539570159,0.2987868387274303,0.41510359668305785,0.7545775637752968,0.7304727725239638,0.17011009331879878,0.9284242023428559,0.6021036370917289,Moong(Green Gram)
78,0.5211531484797164,0.7632530731036677,0.08389003567570885,0.2645819716765302,0.07752715625850293,0.9881795604818396,0.1468474043371839,0.9194545405115797,0.7475756958558459,0.6204570871416906,0.4411760713176629,0.049332629652451554,Tobacco
79,0.5774793212943191,0.9420618716911613,0.07672277165902641,0.0533944588392512,0.5134464986081314,0.6027490126762886,0.7600428979728329,0.10664875570496579,0.7039718299127403,0.7683901479379155,0.5419534123552285,0.797063025230806,Yam
80,0.9443325748207855,0.4694169774604007,0.9882093464262236,0.30519566434431267,0.783006639989222,0.6885694958729656,0.7599619443398717,0.9483362888043371,0.8303401958151139,0.0770542672248069,0.5171234457893621,0.9630774139900131,Other Cereals & Millets
81,0.7922930165787354,0.0687438730551363,0.23373042643052167,0.4780689334427223,0.3862363348316389,0.37579446686176055,0.4190272671795151,0.298598653741292,0.6654574287661931,0.638491788239534,0.10822166709672842,0.8475892933896347,Other Cereals & Millets
82,0.2744498756891298,0.03416410108979828,0.3667632975648809,0.9053950559647985,0.12497133250256831,0.27660808521979063,0.35811182590254154,0.7386887652770496,0.9191710758462013,0.589201368809127,0.953023333931561,0.4639303636899821,Barley
83,0.34006075733338925,0.48161234494279126,0.050530833972519895,0.8151895480197807,0.0685245455915795,0.15524249345672103,0.4950104397566142,0.608025303961584,0.32962157621191535,0.5144964652918984,0.09807984883471454,0.01873030608955406,Other  Rabi pulses
84,0.44035244264011353,0.6875040151016956,0.8327602049170634,0.7844397539889174,0.07808506576030572,0.2517448838783173,0.2006839286124179,0.7559905108764625,0.9814166448465884,0.5402000339619306,0.21121220265763185,0.1442785157854346,Groundnut
85,0.9329236083333471,0.6353885177483634,0.4272752960661491,0.3934368140939667,0.28603738202358087,0.8843319310357183,0.4758229824493323,0.6681435606354725,0.5186091594668323,0.9778027178738155,0.21912854073193433,0.5436832512874695,Other Vegetables
86,0.9819961277437739,0.8023204086448116,0.03531637910542107,0.5495247550974652,0.9423511384698782,0.9593648742088643,0.36233049037586174,0.05588535830014363,0.8107945430696424,0.5560845423030094,0.029816071625317853,0.07381748491993001,Masoor
87,0.6457167089858151,0.82917922369376,0.5144481334408061,0.4571612916940899,0.9233946234723536,0.9682364978082021,0.2083422913472065,0.4339078401074282,0.16613010631875946,0.5622460010204908,0.9408324927965518,0.04413162890213729,other oilseeds
88,0.14398619938238522,0.24956767584509099,0.4357418968966995,0.15950264853507867,0.6840018727856252,0.8174420420942409,0.1300054790318388,0.7360078584539026,0.8513943028088719,0.9161341936213031,0.9912590148541025,0.9113943371191315,Ricebean (nagadal)
89,0.6338081454072307,0.9871989434013126,0.061945275163390545,0.5448873521929866,0.5550969671696109,0.28311493565352597,0.4292429268247673,0.9029610973001521,0.15231117749263434,0.7495650186801155,0.5117607315998467,0.9340182075300747,Mango
90,0.40537336453021855,0.09161497567531507,0.7162360470857327,0.9793828377089724,0.6664648647044777,0.8160621668702478,0.06512822155624387,0.16999857793731465,0.5259330105189874,0.5160235666113241,0.33886283902451253,0.39922061631626704,Pear
91,0.8628636374224845,0.6904239718050479,0.7205058066669451,0.8568768637949012,0.5398445692424494,0.9315635914800371,0.6770457908079789,0.9667821666846429,0.8361244978845643,0.4752497834928192,0.3633197035804291,0.7960250733303944,Rapeseed &Mustard
92,0.5313237972005621,0.2889359313181237,0.7232356567301554,0.4029338774203226,0.8443373123829725,0.152337143913997,0.8529728663137729,0.9179733613990816,0.7830484933621057,0.785263732337226,0.9481909511369392,0.9688711223772069,Niger seed
93,0.33844061529164804,0.22289431374947377,0.09858928919493315,0.3551172756410007,0.24477262078922457,0.1955730700579945,0.27107405691872644,0.037747603305049116,0.6184044646559658,0.1213936742577214,0.09725289488234967,0.9646194198783323,Bottle Gourd
94,0.7447529110483099,0.8285457845711973,0.8360202430216689,0.003735052760904578,0.24368518754916002,0.6400161583495846,0.18805051273438522,0.7753268332513079,0.2737468151366067,0.01923166631053619,0.644292882218136,0.39147630377201337,Plums
95,0.5271009347962272,0.4832517431367789,0.8919413459350872,0.5454167833894419,0.8033974290867312,0.29686182086239854,0.16901191772743107,0.12018171079107942,0.45237685469892164,0.09837306965589943,0.9179873650251239,0.5949522694599603,Brinjal
96,0.22717618497769,0.43489514480925207,0.5517099651796038,0.09218766003876588,0.793641601875822,0.5496893648098274,0.15691510318764634,0.17546163235622614,0.20880197383027388,0.6677380969837543,0.6628369826408211,0.6080567313849884,Garlic
97,0.2332288189156304,0.3201286123023972,0.29473999557766495,0.14161293286853138,0.9251909222653821,0.7157143854583076,0.9578031900035618,0.7024112560318473,0.5501555637740313,0.6486921620231416,0.8536234009785626,0.9339899574226771,Beet Root
98,0.661834003876223,0.6596002162044411,0.13756531784519144,0.8496861251797658,0.2574025446827758,0.06238426054446122,0.7818098269288447,0.4504757390049422,0.6433830054335542,0.903506126180479,0.541845562842635,0.3349207879208591,Pulses total
99,0.21996118055032143,0.3950048927304426,0.33150259253618475,0.5251777240334458,0.15500009442086593,0.8152592877259796,0.060010178907641154,0.8175630908174363,0.508320960804611,0.9724747352873584,0.3846200446783288,0.07045725766358535,Guar seed
